A,B,C,D,E,F
3.6666666666666665,1.0,1.6666666666666667,5.333333333333333,2.3333333333333335,0.6666666666666666
5.333333333333333,2.3333333333333335,3.6666666666666665,2.0,1.6666666666666667,0.3333333333333333
3.3333333333333335,3.3333333333333335,1.3333333333333333,2.0,3.6666666666666665,0.3333333333333333
1.0,2.3333333333333335,2.6666666666666665,1.6666666666666667,4.0,0.6666666666666666
0.3333333333333333,2.3333333333333335,1.3333333333333333,4.666666666666667,2.0,0.0
0.0,2.6666666666666665,1.3333333333333333,2.0,3.3333333333333335,0.3333333333333333
0.3333333333333333,3.0,0.3333333333333333,4.0,3.3333333333333335,2.0
0.6666666666666666,2.6666666666666665,1.0,4.333333333333333,4.333333333333333,0.3333333333333333
1.6666666666666667,2.6666666666666665,0.6666666666666666,1.6666666666666667,3.3333333333333335,0.0
3.0,5.666666666666667,1.6666666666666667,3.6666666666666665,5.0,0.3333333333333333
5.333333333333333,2.3333333333333335,2.0,3.6666666666666665,3.6666666666666665,2.0
4.333333333333333,5.666666666666667,1.3333333333333333,5.666666666666667,3.3333333333333335,1.6666666666666667
8.666666666666666,2.6666666666666665,2.6666666666666665,5.333333333333333,5.333333333333333,1.0
5.666666666666667,4.666666666666667,1.6666666666666667,4.666666666666667,3.6666666666666665,2.3333333333333335
6.333333333333333,3.6666666666666665,2.3333333333333335,6.333333333333333,4.0,1.6666666666666667
9.0,3.0,2.3333333333333335,5.0,4.666666666666667,1.3333333333333333
7.0,3.6666666666666665,1.6666666666666667,4.333333333333333,3.0,1.3333333333333333
8.333333333333334,2.6666666666666665,1.0,5.666666666666667,2.6666666666666665,0.3333333333333333
5.0,4.0,0.6666666666666666,6.333333333333333,2.3333333333333335,1.6666666666666667
6.666666666666667,7.333333333333333,1.0,4.333333333333333,4.333333333333333,2.0
7.0,8.333333333333334,1.3333333333333333,7.0,2.6666666666666665,2.0
7.333333333333333,5.666666666666667,0.6666666666666666,6.666666666666667,4.0,2.6666666666666665
7.333333333333333,4.0,2.3333333333333335,7.666666666666667,4.0,1.3333333333333333
8.666666666666666,3.6666666666666665,3.6666666666666665,11.333333333333334,3.6666666666666665,4.333333333333333
11.666666666666666,3.6666666666666665,3.0,5.666666666666667,3.6666666666666665,2.6666666666666665
10.333333333333334,2.6666666666666665,2.6666666666666665,1.3333333333333333,2.3333333333333335,2.6666666666666665
11.0,1.0,4.333333333333333,2.0,0.3333333333333333,2.0
9.0,0.3333333333333333,4.666666666666667,3.3333333333333335,2.0,2.6666666666666665
5.666666666666667,0.6666666666666666,5.333333333333333,1.3333333333333333,1.0,1.0
8.666666666666666,0.3333333333333333,6.333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333
8.0,1.6666666666666667,5.0,3.0,2.6666666666666665,1.6666666666666667
12.0,2.3333333333333335,2.0,5.333333333333333,2.0,2.6666666666666665
8.333333333333334,1.0,3.6666666666666665,4.0,1.0,1.0
6.666666666666667,1.6666666666666667,4.333333333333333,3.0,1.3333333333333333,0.3333333333333333
9.666666666666666,2.3333333333333335,3.6666666666666665,4.666666666666667,2.3333333333333335,0.6666666666666666
10.666666666666666,1.0,6.333333333333333,4.0,3.0,1.3333333333333333
7.333333333333333,0.0,4.666666666666667,3.3333333333333335,1.6666666666666667,2.0
9.333333333333334,0.3333333333333333,4.333333333333333,2.3333333333333335,0.3333333333333333,3.0
8.0,0.0,4.666666666666667,2.3333333333333335,2.0,2.0
6.666666666666667,3.0,6.0,3.0,2.3333333333333335,2.3333333333333335
7.333333333333333,2.0,5.666666666666667,4.666666666666667,3.0,2.3333333333333335
1.6666666666666667,3.0,0.6666666666666666,2.0,2.6666666666666665,2.0
0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.3333333333333333
0.3333333333333333,0.0,0.0,1.3333333333333333,0.6666666666666666,1.3333333333333333
0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3333333333333333,0.0,0.0
0.0,0.0,0.0,0.3333333333333333,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
